cpa,interview_score,CV_score,num_projects,years_experience,KPI
3.44,6.93,4.97,5,14.62,0.492
2.62,5.24,2.84,5,17.64,0.422
2.82,5.8,2.2,8,18.72,0.5853
3.53,5.97,5.37,5,15.69,0.6119
3.59,5.29,4.43,6,20.72,0.6359
2.85,5.66,4.03,5,0.35,0.3839
2.95,4.04,4.25,6,10.98,0.4799
3.6,6.6,5.08,2,7.68,0.3848
3.52,7.62,7.62,7,16.23,0.6751
3.5,6.76,3.49,1,1.35,0.3559
3.32,7.61,3.76,3,7.7,0.3766
2.72,2.91,3.74,2,5.84,0.1532
3.64,5.74,5.5,5,11.21,0.4026
3.47,7.33,7.33,10,15.67,0.6734
2.67,2.41,1.18,2,2.0,0.1197
2.97,6.09,3.59,2,1.29,0.3548
3.32,6.61,6.61,5,14.23,0.5809
3.73,8.66,8.66,10,18.31,0.7744
3.13,4.69,2.96,4,5.84,0.3252
3.08,5.39,5.39,3,11.78,0.4626
3.02,4.77,2.41,5,15.0,0.3154
3.48,6.34,3.28,8,20.62,0.7124
3.33,6.16,4.71,3,3.78,0.4502
3.19,5.51,3.95,1,4.34,0.3039
2.21,2.88,2.08,4,14.83,0.3173
2.88,6.09,1.59,4,12.02,0.351
2.77,5.21,3.86,7,18.34,0.5401
3.6,5.65,2.6,3,5.05,0.4232
2.86,4.46,3.62,4,7.58,0.4213
3.26,6.12,2.75,9,15.58,0.4543
3.08,5.8,5.66,8,16.32,0.6394
2.19,0.94,0.94,0,0.0,0.0
3.24,5.85,3.89,4,11.42,0.34
2.97,5.37,3.49,8,12.99,0.4382
3.42,8.81,6.21,4,10.83,0.5858
2.45,5.44,2.04,9,13.39,0.4006
2.42,4.78,1.96,9,21.92,0.499
2.41,2.95,2.76,3,0.05,0.1542
2.23,3.05,1.65,6,18.77,0.368
2.0,3.99,2.36,3,11.1,0.3449
2.52,2.92,0.4,2,0.15,0.1647
3.86,7.84,6.32,7,12.14,0.5334
3.21,6.01,4.98,1,3.29,0.3791
2.64,4.87,2.01,9,14.93,0.4476
3.41,6.44,3.39,6,8.65,0.4847
2.82,5.35,2.9,8,15.91,0.5778
2.82,4.99,4.52,7,17.51,0.4334
2.18,4.28,3.45,11,17.42,0.378
3.77,6.35,2.67,11,20.83,0.6379
2.46,3.7,2.56,5,16.8,0.4493
3.26,5.06,2.76,3,4.52,0.311
2.91,4.57,4.57,5,10.14,0.4248
2.72,3.62,2.26,10,19.96,0.4451
3.44,6.6,4.16,2,4.51,0.3735
2.26,2.36,2.06,1,3.39,0.0981
3.57,8.05,5.05,10,20.66,0.7903
3.57,8.02,4.75,5,14.05,0.5511
2.24,3.0,2.68,9,15.53,0.2886
2.39,2.72,2.5,6,17.99,0.424
2.53,2.63,2.63,0,0.0,0.0
2.62,4.54,3.37,6,6.0,0.3878
3.05,3.3,2.99,9,20.6,0.4968
2.61,3.11,1.99,2,1.16,0.2177
2.38,2.24,0.16,7,9.76,0.242
2.62,5.74,5.03,6,7.37,0.3424
3.03,4.74,4.29,4,5.57,0.5116
3.24,5.86,3.87,1,2.82,0.3125
3.38,5.7,3.24,6,21.34,0.603
3.98,9.88,9.88,11,20.76,0.8731
2.63,4.47,2.67,6,19.58,0.4788
2.61,5.38,2.55,2,6.33,0.2867
3.74,7.1,6.05,5,16.17,0.637
2.41,0.0,2.65,3,6.18,0.2788
3.25,4.49,3.6,4,8.62,0.5152
2.88,4.81,2.07,4,15.59,0.3551
3.0,5.45,3.78,10,21.93,0.5929
3.17,6.46,4.94,5,7.04,0.4909
3.54,4.68,3.33,13,21.14,0.6255
2.94,3.77,2.69,3,8.91,0.3519
2.85,6.39,2.66,4,10.25,0.3282
3.02,5.52,2.19,2,3.36,0.4149
3.26,7.34,5.02,8,16.31,0.5378
3.81,8.62,5.52,4,9.07,0.6786
2.7,5.2,3.78,6,14.85,0.4347
2.68,4.66,3.32,4,0.32,0.3194
3.54,7.18,5.89,5,12.98,0.6186
2.43,5.17,3.03,1,2.47,0.1283
2.46,3.96,2.14,1,1.55,0.0693
2.53,3.51,2.51,2,6.98,0.2243
3.21,6.05,6.05,8,13.1,0.563
2.26,2.52,0.48,2,1.24,0.0839
2.49,4.76,0.04,5,15.87,0.2891
2.47,3.18,2.71,3,6.59,0.2695
2.6,3.01,3.01,0,0.0,0.0004
2.82,7.37,4.4,6,13.18,0.4429
2.96,4.01,4.24,5,14.13,0.4369
3.41,7.91,6.46,2,2.73,0.3695
2.63,3.17,3.17,0,0.0,0.01
2.87,4.33,4.33,4,9.66,0.3952
3.4,7.01,7.01,6,15.03,0.621
2.92,5.05,3.09,5,12.04,0.332
3.11,4.44,2.84,1,3.97,0.3379
2.8,3.6,1.0,3,0.84,0.2752
2.42,4.4,2.13,5,14.57,0.2809
3.14,4.84,3.97,2,8.71,0.3676
2.08,2.13,2.74,4,4.17,0.2273
3.01,5.04,3.52,1,1.71,0.2542
3.18,6.91,4.12,6,13.83,0.4913
2.28,2.92,1.71,10,20.7,0.4354
2.68,4.94,2.3,1,1.23,0.2445
3.2,5.6,4.98,2,1.1,0.3462
2.7,2.88,1.39,2,2.17,0.2006
3.13,6.44,3.51,3,4.72,0.4414
3.12,5.97,2.79,1,1.65,0.3188
2.74,4.29,2.38,4,9.49,0.2366
2.68,3.48,2.57,6,20.64,0.4811
3.28,3.17,4.61,3,10.47,0.4848
3.03,5.91,3.89,2,3.97,0.3354
2.95,6.02,3.91,7,13.08,0.4175
3.08,5.37,3.81,4,8.8,0.3826
4.0,5.55,5.54,1,2.64,0.4081
3.51,6.58,3.52,2,5.78,0.3975
3.25,6.82,3.53,7,13.46,0.499
3.25,7.82,4.34,2,4.17,0.3646
2.34,1.68,1.68,0,0.0,0.0
2.85,5.15,2.82,6,12.97,0.3966
2.97,4.36,3.45,6,8.62,0.3817
2.72,0.87,3.38,3,6.86,0.3555
3.68,7.34,4.93,6,17.61,0.6098
2.9,5.89,3.74,3,3.86,0.4233
2.67,3.1,1.72,3,7.01,0.3034
3.5,8.3,3.85,4,11.66,0.4952
3.31,6.25,4.12,9,21.71,0.7153
2.36,3.17,1.86,4,5.96,0.268
2.57,4.85,0.89,4,11.41,0.3371
3.31,5.84,3.36,2,2.98,0.4496
2.93,6.02,3.76,2,8.73,0.3898
2.64,4.8,3.85,3,4.43,0.2608
2.26,4.49,4.01,2,1.24,0.1735
3.38,6.91,6.91,9,14.83,0.6353
3.06,6.06,2.88,8,19.05,0.4934
2.26,1.32,1.32,0,0.0,0.0
2.65,3.25,2.38,8,13.78,0.4346
3.28,5.88,2.41,4,8.82,0.4137
3.89,8.37,4.33,3,4.7,0.5873
3.8,9.02,9.02,8,19.04,0.7895
3.02,4.88,4.86,4,11.82,0.3427
3.2,7.29,3.56,3,8.87,0.4089
2.5,2.51,2.51,0,0.0,0.0
3.27,6.66,3.51,4,13.24,0.4142
3.19,8.62,2.29,6,10.18,0.4636
2.97,7.16,3.17,8,21.77,0.5893
3.06,6.3,2.86,6,10.91,0.4487
2.35,3.46,1.28,3,2.72,0.2217
2.92,5.76,3.86,11,18.65,0.5537
2.56,4.7,2.73,11,19.19,0.4329
2.76,6.15,3.14,5,15.25,0.4561
3.11,4.89,4.45,5,13.47,0.5078
2.96,4.94,4.27,9,13.77,0.3822
2.51,3.6,2.15,2,4.01,0.1529
2.86,5.86,3.87,3,4.78,0.3174
2.79,3.56,3.39,6,14.8,0.4084
3.61,6.55,4.23,5,7.68,0.4893
3.18,5.49,2.66,7,13.51,0.4303
2.76,2.58,3.93,5,9.39,0.3351
3.37,6.87,6.87,4,14.75,0.5896
2.39,4.01,0.63,7,21.3,0.3767
2.98,4.91,4.91,3,10.82,0.4258
3.45,4.3,2.6,5,7.18,0.4727
2.77,3.5,2.46,1,1.67,0.123
2.75,4.52,1.75,1,4.88,0.2615
3.91,7.55,4.65,1,1.18,0.4585
3.56,7.85,4.4,4,9.4,0.5048
3.54,4.14,4.19,10,19.8,0.629
3.15,5.27,3.39,7,15.28,0.4312
2.2,0.98,0.98,0,0.0,0.0
2.73,2.93,3.02,7,16.07,0.3738
3.36,6.81,3.05,9,16.26,0.5253
2.9,4.49,4.49,3,9.98,0.3937
2.41,4.88,3.89,2,5.46,0.2802
2.91,3.42,2.05,4,14.37,0.4129
2.97,4.83,4.83,3,10.66,0.4197
2.16,0.8,0.8,0,0.0,0.0
2.77,4.88,3.06,5,12.18,0.4491
2.91,3.78,2.79,6,12.38,0.5224
3.24,6.68,4.69,5,16.25,0.5497
2.64,3.69,1.85,1,5.47,0.1479
3.03,4.52,3.56,2,4.38,0.4654
2.8,3.74,3.1,9,19.76,0.4825
2.55,3.67,3.29,8,13.21,0.4197
2.69,5.36,4.08,8,19.4,0.6166
3.15,9.39,3.37,5,16.73,0.5939
3.9,9.31,6.06,9,15.44,0.799
2.81,4.85,3.33,7,14.65,0.4872
2.6,2.55,1.47,9,16.32,0.3781
3.35,7.55,4.24,10,19.42,0.5853
3.1,4.55,2.16,6,20.46,0.6325
2.59,2.95,2.95,0,0.0,0.0
3.42,7.2,4.44,3,10.81,0.4942
2.35,6.08,4.53,2,2.22,0.2055
2.59,4.59,3.76,6,9.65,0.4501
3.86,9.28,9.28,9,19.56,0.8159
3.46,6.6,2.54,12,19.97,0.6715
3.33,6.55,4.4,7,12.68,0.5798
2.6,4.76,0.86,5,9.52,0.4408
3.13,5.61,3.08,9,14.25,0.3694
2.92,4.74,3.5,7,9.57,0.4235
2.3,1.57,2.79,6,9.85,0.3596
2.94,3.71,2.56,5,14.58,0.4602
2.62,2.34,2.67,3,5.79,0.261
2.95,5.13,2.58,7,12.45,0.4188
3.2,1.59,2.95,13,20.47,0.523
3.0,2.51,2.65,1,5.45,0.2655
2.0,2.76,2.46,2,6.64,0.1229
2.38,1.92,1.92,0,0.0,0.0
3.02,2.74,5.83,3,8.27,0.335
3.35,5.42,2.83,4,6.72,0.4849
2.54,5.9,3.69,10,16.39,0.4925
2.93,5.48,3.2,6,17.8,0.4591
3.04,6.56,3.33,9,18.29,0.5737
2.73,2.96,2.49,5,0.08,0.3055
3.7,8.52,8.52,8,18.03,0.7513
2.05,2.25,1.38,6,16.42,0.3303
3.32,9.86,6.68,6,13.97,0.6911
2.62,5.35,3.68,7,15.78,0.4683
2.62,3.11,3.11,0,0.0,0.0064
2.14,4.25,2.57,1,5.95,0.1634
2.54,4.74,2.8,3,11.71,0.2552
3.5,6.81,3.28,6,20.57,0.6668
2.89,8.47,3.55,3,4.3,0.3371
2.74,5.41,2.82,1,5.38,0.2739
3.17,5.95,3.9,1,4.69,0.3568
3.16,6.61,3.79,6,14.38,0.4946
3.5,5.64,4.81,8,13.47,0.6269
3.32,3.36,2.29,5,7.07,0.3161
2.55,5.23,2.83,1,2.89,0.2484
2.84,5.56,1.87,6,8.79,0.4061
3.53,6.1,4.69,1,4.71,0.3992
2.5,2.81,1.59,3,10.09,0.3801
3.31,9.04,6.17,8,19.82,0.6597
3.05,5.27,5.27,7,11.54,0.4961
3.56,9.58,5.46,6,9.2,0.6443
3.6,9.48,5.21,4,8.33,0.5703
3.01,3.16,2.51,6,13.1,0.3549
2.48,3.87,2.45,7,15.41,0.3031
3.25,5.49,4.35,6,11.09,0.5383
3.03,6.1,4.63,2,1.73,0.2121
2.74,1.52,2.35,11,18.84,0.44
3.12,6.09,4.15,8,19.93,0.545
2.68,4.21,3.79,4,10.61,0.2744
3.29,5.8,5.21,8,19.01,0.62
3.09,5.45,5.45,6,11.9,0.5016
2.55,4.54,4.24,2,3.27,0.2308
2.39,3.39,3.6,3,5.95,0.2693
3.08,5.9,4.09,2,0.83,0.3214
2.21,1.06,1.06,0,0.0,0.0
3.28,3.98,5.05,1,1.9,0.3976
2.75,8.78,2.81,1,2.95,0.3391
3.52,5.67,4.99,4,12.5,0.555
2.71,3.59,3.27,2,9.12,0.238
2.18,1.92,2.46,4,9.88,0.2276
3.22,5.07,3.92,7,11.75,0.5846
2.37,4.19,2.15,11,19.81,0.4608
3.47,5.27,4.58,3,6.98,0.393
3.6,7.59,4.86,5,15.7,0.5801
3.28,5.5,3.15,12,19.67,0.5708
3.67,8.34,8.34,9,17.67,0.744
2.86,5.48,3.84,10,16.97,0.413
2.95,5.44,3.92,7,12.62,0.3958
3.09,6.8,4.44,4,7.67,0.4632
2.71,4.37,3.09,4,5.52,0.2412
2.95,4.06,3.44,1,0.81,0.2703
3.4,6.05,3.88,2,9.24,0.4512
2.44,1.89,2.85,9,14.88,0.4382
3.35,6.75,6.75,5,14.51,0.5916
2.2,1.02,1.02,0,0.0,0.0
2.56,0.75,2.27,6,9.3,0.2157
3.2,5.72,3.68,9,14.31,0.4984
3.07,5.2,2.72,12,20.36,0.4357
2.76,7.56,5.05,4,14.53,0.433
3.07,5.32,4.11,3,5.99,0.327
2.39,4.38,1.48,11,18.65,0.3119
2.0,1.94,1.88,4,7.36,0.1739
3.13,5.65,5.65,3,12.3,0.4825
3.04,3.71,2.49,10,15.18,0.3999
3.08,3.46,2.16,8,15.39,0.4827
2.77,4.04,3.56,4,10.17,0.2849
2.86,4.45,4.11,7,16.91,0.4728
3.13,5.91,1.71,8,16.85,0.5276
3.33,6.21,4.04,3,7.43,0.3912
2.82,4.35,2.82,10,14.98,0.3632
2.2,3.2,1.3,2,0.22,0.1606
2.91,4.51,2.41,5,12.82,0.3652
3.14,5.14,2.81,1,5.44,0.3603
3.35,5.97,5.06,2,2.45,0.441
3.07,5.93,1.55,6,16.6,0.4623
3.05,6.04,4.5,11,17.11,0.5157
3.12,4.29,3.6,2,7.32,0.2677
3.52,5.39,3.22,5,10.76,0.468
3.52,8.21,3.95,1,5.88,0.4518
2.26,4.85,2.77,5,17.37,0.2195
3.09,6.65,4.34,6,16.62,0.4373
3.83,3.98,4.53,2,2.29,0.4661
3.04,6.57,2.26,9,13.22,0.5526
3.21,6.07,6.07,6,13.14,0.5491
2.53,3.44,1.46,2,0.65,0.165
2.79,3.95,3.95,5,8.9,0.3774
2.71,2.28,2.86,13,20.99,0.25
3.21,6.51,4.39,5,12.29,0.483
2.92,4.59,4.59,6,10.18,0.4358
2.0,3.53,3.23,2,2.11,0.3346
2.81,6.17,3.2,8,13.79,0.4513
2.59,4.8,2.36,9,19.37,0.4448
3.1,5.53,2.93,2,1.38,0.3204
3.8,6.68,4.39,1,3.03,0.5156
2.6,4.37,2.17,1,0.44,0.1023
2.23,4.88,2.37,1,0.71,0.1529
3.5,6.68,3.11,2,1.77,0.4586
3.17,7.16,3.53,10,16.59,0.5541
3.48,7.97,5.13,1,3.02,0.4428
3.3,4.32,3.44,9,15.94,0.5072
2.76,5.77,2.87,7,18.81,0.4726
2.72,6.1,2.98,3,10.2,0.3054
2.52,3.61,1.26,6,12.95,0.2773
2.95,4.48,4.23,4,13.41,0.3656
3.35,5.22,4.43,3,4.17,0.4351
3.44,7.99,4.83,1,0.39,0.3985
3.1,7.14,4.47,2,3.83,0.4171
2.64,4.62,2.97,6,12.72,0.498
2.95,6.67,3.58,4,12.95,0.5209
2.95,5.48,5.13,1,1.65,0.3161
2.51,2.55,2.55,0,0.0,0.0
3.39,6.91,4.98,7,18.39,0.6434
3.48,8.99,4.97,6,18.97,0.6227
2.29,2.33,2.38,4,13.34,0.2627
3.32,5.16,2.82,4,5.14,0.5422
3.04,5.6,4.52,11,19.52,0.5593
2.77,5.86,3.33,6,11.05,0.3848
3.14,5.71,5.71,7,12.42,0.5298
2.27,1.36,1.36,0,0.0,0.0
3.37,6.83,6.83,7,14.67,0.6155
2.32,1.62,1.62,0,0.0,0.0
3.09,3.67,2.96,6,15.44,0.5944
2.11,4.39,3.51,5,17.91,0.4181
2.75,3.85,1.42,1,0.02,0.2543
3.75,8.76,4.72,1,3.54,0.4249
2.49,4.52,3.25,5,6.39,0.3293
3.38,4.11,4.87,1,5.92,0.438
2.87,6.47,5.25,3,0.4,0.3057
3.02,6.44,3.77,7,12.89,0.4593
3.72,5.58,5.54,11,20.44,0.7359
2.85,4.77,3.43,4,4.4,0.2633
2.97,4.28,2.06,6,15.14,0.4947
2.54,1.5,1.02,2,1.2,0.1375
3.08,5.64,2.23,11,20.67,0.6148
3.2,6.72,5.16,7,17.93,0.6816
3.22,6.93,3.19,3,1.98,0.3948
3.54,7.35,4.71,9,17.72,0.544
3.03,5.89,4.09,8,12.38,0.4559
2.82,4.43,2.31,1,1.19,0.247
3.86,7.31,4.48,10,18.43,0.6567
2.26,1.49,1.01,4,15.12,0.3044
3.44,7.92,3.24,1,3.45,0.4117
2.65,3.72,2.83,1,2.2,0.3038
3.4,6.33,2.79,2,0.61,0.4768
2.71,3.73,3.12,10,16.76,0.357
2.94,3.65,1.95,3,0.73,0.2043
3.49,7.43,7.43,7,15.87,0.6614
2.32,1.6,1.6,0,0.0,0.0
2.56,2.64,2.02,7,17.21,0.4883
3.27,5.08,4.89,6,12.57,0.5965
3.06,5.53,5.32,2,6.82,0.4226
2.4,1.98,1.98,0,0.0,0.0
2.02,0.12,0.12,0,0.0,0.0
3.0,6.19,2.79,12,21.94,0.6343
2.68,4.37,3.79,7,16.3,0.5235
2.8,3.93,4.78,9,12.65,0.4509
3.08,6.29,3.91,8,19.95,0.4827
3.2,6.69,3.96,7,19.15,0.6209
3.62,8.08,8.08,10,17.15,0.73
3.44,7.55,3.78,5,10.34,0.5182
3.65,8.26,8.26,5,17.51,0.7064
2.7,3.78,2.35,5,6.98,0.3553
2.83,5.94,2.87,9,17.41,0.5495
2.77,8.69,4.43,3,6.41,0.5185
3.23,5.71,4.46,5,14.86,0.4066
2.92,3.01,3.14,4,5.86,0.2723
2.74,5.39,3.01,7,21.62,0.5197
3.32,7.09,3.46,8,19.18,0.6674
2.69,3.24,1.2,6,12.72,0.4258
3.84,6.24,4.24,2,3.2,0.4826
2.43,4.57,0.96,3,10.14,0.4173
2.69,3.5,2.29,6,17.38,0.4275
3.39,4.6,3.61,10,20.69,0.55
2.68,3.41,3.41,0,0.0,0.0244
3.06,7.3,4.42,4,15.05,0.5196
2.66,4.78,1.74,3,12.21,0.2285
2.43,2.41,1.58,7,16.28,0.3591
3.28,7.31,4.98,1,3.26,0.3635
2.15,5.64,3.52,2,2.12,0.2464
3.66,6.82,4.08,8,11.92,0.5334
2.75,3.27,1.84,12,19.91,0.4517
3.19,4.99,4.05,2,7.58,0.3378
3.09,5.73,4.34,2,1.5,0.2778
3.6,7.21,4.45,5,0.8,0.5574
2.83,3.28,3.79,4,13.24,0.4613
3.3,6.65,3.3,8,19.85,0.5662
2.44,4.77,3.26,2,7.49,0.3354
3.21,5.51,4.29,6,15.09,0.5393
3.09,3.74,3.4,3,9.56,0.4807
3.96,7.39,6.13,6,11.9,0.6509
3.43,5.84,5.77,6,13.55,0.5799
3.11,4.37,1.56,1,3.4,0.2699
3.34,5.11,2.48,6,7.52,0.3776
3.93,9.13,5.04,4,14.24,0.6257
2.67,5.0,3.26,6,17.04,0.431
3.32,3.44,3.36,6,13.85,0.4426
2.92,5.0,4.15,2,8.52,0.2067
3.79,7.66,7.02,2,7.67,0.5162
2.48,2.42,2.42,0,0.0,0.0
2.39,2.25,2.7,2,5.8,0.2255
2.97,4.78,2.95,3,8.89,0.3901
2.15,3.15,2.98,5,15.05,0.4432
4.0,9.76,4.74,2,2.9,0.5398
2.68,3.71,3.16,1,4.89,0.2639
3.56,6.76,3.71,9,15.14,0.6043
3.23,6.71,4.87,9,14.4,0.5932
3.27,5.52,4.0,4,6.0,0.4363
2.85,5.04,3.07,4,5.84,0.242
2.84,8.87,5.53,10,21.94,0.5781
2.47,5.35,1.83,1,3.52,0.2595
2.5,4.9,3.07,8,15.75,0.5677
2.34,3.94,3.33,2,0.28,0.2238
2.52,3.76,2.37,2,7.6,0.2283
3.43,5.75,4.84,5,11.16,0.5964
2.64,1.79,1.13,5,13.17,0.3279
3.51,7.54,7.54,7,16.07,0.669
3.01,3.63,2.44,4,8.8,0.3073
2.71,5.7,4.0,6,21.01,0.4682
3.04,7.02,4.69,9,15.5,0.5553
2.91,5.37,3.93,0,0.09,0.0
3.58,5.91,3.45,1,1.79,0.3019
2.65,4.28,1.95,12,21.06,0.5929
3.62,6.62,5.86,10,20.38,0.6797
2.54,5.63,3.71,1,4.8,0.1994
3.27,6.78,2.5,5,16.18,0.5623
2.04,4.01,3.16,8,14.4,0.3171
2.65,2.94,1.6,2,2.37,0.2143
3.01,5.93,3.35,3,8.46,0.3402
2.99,7.37,4.2,7,21.41,0.4713
3.28,5.57,3.03,2,3.5,0.4254
3.04,5.43,4.37,7,16.08,0.5226
3.29,7.08,4.91,4,11.96,0.4885
2.35,1.76,1.76,0,0.0,0.0
3.85,6.48,3.93,4,14.98,0.5906
3.79,7.29,3.66,6,10.42,0.6161
3.04,3.84,2.85,4,5.66,0.36
2.68,5.64,3.02,6,14.01,0.4604
3.16,7.58,3.91,4,14.07,0.4395
2.28,3.32,2.91,12,19.49,0.4999
2.6,4.22,2.94,7,17.08,0.3806
3.25,5.9,2.6,9,20.14,0.6711
3.19,8.33,5.15,8,11.9,0.5737
2.62,2.36,3.17,9,16.55,0.4379
3.05,5.08,2.61,4,5.75,0.384
2.69,5.39,2.12,3,2.51,0.2135
2.98,2.94,3.22,3,9.0,0.3888
2.6,5.65,1.69,1,2.49,0.203
2.98,5.61,4.19,8,15.03,0.5906
3.23,9.63,3.89,2,9.3,0.4632
2.78,5.72,2.98,2,3.68,0.2563
3.44,4.83,4.32,1,2.07,0.4846
3.05,5.71,3.8,1,5.04,0.2015
2.73,3.67,3.67,4,8.33,0.3447
3.13,6.8,4.31,3,3.03,0.4535
2.41,3.92,1.66,6,17.45,0.37
3.07,6.31,5.0,5,10.81,0.5169
3.1,6.66,4.18,3,2.82,0.4487
3.18,6.8,4.16,7,17.22,0.4743
3.03,5.32,1.36,10,21.9,0.4781
3.74,8.72,8.72,10,18.43,0.7789
2.84,5.57,2.49,1,5.44,0.3226
2.41,2.72,2.95,2,6.91,0.1891
3.72,7.88,6.09,7,13.94,0.6923
3.09,6.86,4.1,2,1.98,0.3791
2.48,3.49,3.68,6,13.34,0.4164
2.94,6.27,5.43,1,5.66,0.4555
2.42,4.18,4.13,1,1.91,0.1999
3.43,6.11,3.67,7,18.89,0.6495
2.59,4.23,3.83,2,4.26,0.2709
2.96,4.92,6.01,3,5.55,0.3603
3.77,7.72,2.39,1,5.66,0.4151
2.92,2.92,2.02,1,0.56,0.2341
3.67,8.07,4.83,7,13.32,0.6633
3.88,9.4,9.4,11,19.8,0.8363
2.57,6.06,1.97,1,4.13,0.2542
2.74,5.69,3.89,1,5.34,0.2744
2.79,4.46,2.53,1,1.77,0.1847
3.34,7.77,4.49,5,12.07,0.4561
2.51,5.33,2.0,6,16.8,0.3404
3.2,5.59,4.0,3,0.4,0.3638
3.03,4.55,4.0,4,10.37,0.4536
3.27,4.68,3.51,3,5.05,0.3391
3.7,8.98,6.29,9,18.78,0.7808
2.63,6.91,3.0,5,9.79,0.3429
2.67,3.61,3.06,10,16.05,0.4663
3.56,7.01,5.14,4,8.72,0.5184
2.84,4.93,2.82,3,10.23,0.4046
3.07,2.49,3.85,7,12.27,0.4753
2.87,5.44,2.21,2,1.27,0.3714
2.4,2.0,2.0,0,0.0,0.0
3.47,4.75,3.8,5,13.59,0.3913
3.35,6.73,4.88,6,12.14,0.5245
4.0,6.48,6.67,10,14.93,0.7187
2.83,5.9,3.43,10,21.1,0.6887
3.2,5.71,4.32,4,11.43,0.4148
3.26,7.23,3.1,9,17.99,0.6517
2.77,6.82,3.81,2,1.51,0.35
3.1,5.41,4.07,3,4.73,0.4209
2.97,3.62,2.87,7,21.64,0.3773
2.46,4.74,1.01,2,5.5,0.2618
3.32,5.2,2.79,5,9.93,0.5779
3.32,4.21,2.52,5,18.31,0.4118
3.33,6.6,4.89,6,17.86,0.6784
2.96,7.65,5.58,2,3.28,0.4052
3.67,7.13,5.74,9,19.11,0.7543
2.88,4.42,3.97,4,5.18,0.2398
2.45,4.36,2.49,2,4.7,0.269
3.07,7.2,4.37,4,8.72,0.519
3.33,8.71,4.77,8,15.81,0.6716
3.39,7.29,4.91,10,17.48,0.6597
2.17,2.64,1.93,6,20.24,0.2947
3.1,3.9,3.27,7,11.74,0.5687
2.56,2.83,1.91,2,4.01,0.2066
3.9,8.53,4.32,5,13.38,0.5514
3.28,7.6,6.82,4,10.53,0.4578
2.67,2.24,2.46,3,7.81,0.1834
3.03,6.73,4.11,8,19.32,0.6783
2.85,2.98,1.41,8,14.25,0.4322
2.65,3.54,1.95,6,13.19,0.2888
3.77,5.68,5.14,3,8.58,0.4624
3.28,6.36,4.09,8,15.5,0.6009
2.8,4.14,1.47,4,9.58,0.3157
3.22,6.97,5.44,6,9.17,0.5093
3.03,5.87,4.41,5,7.38,0.5061
2.66,2.86,2.43,4,6.8,0.344
3.26,8.28,4.24,7,10.35,0.4711
3.16,3.8,3.31,1,2.1,0.4259
2.76,4.48,3.59,2,1.4,0.1824
2.22,3.78,2.44,7,10.93,0.224
3.07,6.36,4.58,3,0.92,0.3202
3.3,6.72,4.19,1,4.28,0.3814
3.0,4.87,3.74,2,0.62,0.2726
2.0,1.01,1.76,11,21.99,0.2063
2.52,2.59,2.59,0,0.0,0.0
3.24,5.31,3.88,9,17.18,0.6028
3.52,7.58,7.58,6,16.15,0.6639
2.92,4.95,4.81,5,8.77,0.3687
2.48,2.4,2.4,0,0.0,0.0
2.98,4.02,2.58,6,8.68,0.3917
3.03,8.43,2.83,8,18.05,0.5668
3.13,4.98,3.56,3,9.69,0.3672
3.52,7.85,4.36,4,11.26,0.5502
2.94,4.35,3.04,6,11.96,0.4339
2.43,2.37,2.54,3,11.4,0.1968
3.49,7.47,7.47,6,15.95,0.6562
2.91,5.68,3.47,11,17.81,0.5431
2.37,2.11,0.98,9,16.53,0.2228
3.15,3.52,4.66,9,18.89,0.6632
2.76,5.01,1.6,3,10.42,0.3826
2.94,6.75,4.05,6,21.69,0.5185
2.96,3.92,2.43,9,13.23,0.5189
3.12,7.81,5.25,1,4.11,0.463
2.52,3.07,3.51,5,12.34,0.3584
3.0,2.52,3.22,8,14.35,0.4269
3.36,6.52,3.46,2,4.44,0.3278
2.77,4.43,3.4,7,18.83,0.4894
2.76,3.35,2.4,6,17.43,0.5059
3.66,5.91,5.82,6,16.03,0.6137
2.52,2.51,3.73,5,14.3,0.4151
3.13,9.7,5.43,3,8.08,0.5191
3.27,6.35,3.1,3,6.34,0.3754
2.8,4.07,2.08,3,10.42,0.4311
3.48,7.41,7.41,9,15.83,0.6736
3.05,4.99,3.01,11,21.47,0.51
2.93,5.35,2.17,1,4.48,0.2911
2.84,4.83,2.39,6,14.27,0.5797
2.87,5.91,3.39,10,16.92,0.6187
3.29,5.89,2.83,10,17.3,0.5533
3.5,7.52,5.58,1,2.27,0.3954
3.02,6.17,5.5,9,19.75,0.5231
3.09,4.96,4.0,10,17.55,0.5345
2.25,2.43,1.9,3,5.99,0.1984
2.53,3.97,3.53,1,3.38,0.1278
3.16,4.7,3.72,4,10.75,0.4926
2.85,3.75,0.0,2,1.47,0.2
3.15,6.13,2.9,3,1.86,0.4375
2.92,6.29,3.14,3,10.39,0.4937
3.56,7.82,7.82,5,16.63,0.6727
2.17,3.48,0.89,1,4.82,0.1283
2.0,3.63,1.93,7,12.98,0.2657
2.45,4.02,1.9,2,2.91,0.1907
2.97,5.26,5.57,8,13.57,0.4549
3.45,6.89,4.23,11,18.91,0.5965
2.61,3.04,2.62,5,11.0,0.294
3.11,4.55,2.52,3,9.88,0.4341
2.28,4.19,2.44,9,13.39,0.4048
3.33,6.67,3.24,10,16.82,0.607
3.44,9.53,4.97,3,5.07,0.3811
3.54,8.32,4.81,9,17.27,0.6137
2.9,3.96,3.5,5,6.51,0.3364
