total_projects,total_tasks,hard_tasks,years_at_company,KPI
2,3,1,0.1,0.5995
1,17,5,0.57,0.8265
2,3,3,0.1,0.1245
1,3,3,0.19,0.2385
1,3,3,0.7,0.4847
2,10,3,0.23,0.5137
1,4,1,0.1,0.8375
1,25,7,0.1,0.5075
2,7,6,0.34,0.4598
3,5,1,0.1,0.7295
2,10,10,0.31,0.1242
3,5,1,0.27,0.447
2,66,60,1.57,0.6072
3,17,13,1.29,0.4601
2,3,3,0.1,0.0742
2,5,0,0.11,0.5114
2,8,8,0.19,0.2551
1,3,1,0.27,0.4851
1,4,0,0.1,0.4766
1,9,3,0.35,0.3957
2,12,0,0.1,0.4406
1,4,3,0.1,0.146
1,5,0,0.19,0.6351
1,7,0,0.25,0.707
2,5,1,0.19,0.6973
1,10,1,0.1,0.715
1,6,1,0.1,0.4765
1,3,0,0.1,0.5
3,11,2,2.32,0.7875
2,6,5,0.41,0.6105
1,4,3,0.61,0.4599
1,11,8,0.13,0.2786
1,3,3,0.1,0.1
1,4,0,0.1,0.9
1,3,3,0.16,0.2855
6,11,11,8.83,0.495
2,5,4,1.76,0.5716
2,11,11,0.12,0.5205
3,4,2,0.1,0.2484
2,68,59,1.08,0.6892
1,3,1,0.28,0.6972
2,4,2,0.1,0.5503
2,5,1,0.1,0.9069
1,4,1,0.24,0.8322
1,30,30,0.63,0.4111
4,19,3,4.25,0.5874
1,10,10,1.56,0.5
1,5,5,0.31,0.5465
5,6,6,10.0,0.4833
1,10,6,0.19,0.32
3,4,2,1.57,0.191
3,3,2,2.06,0.3231
1,11,3,0.18,0.6719
2,4,1,0.1,0.5309
2,6,4,0.14,0.6161
2,6,4,0.29,0.4243
2,51,44,1.0,0.465
1,7,7,0.43,0.2988
1,3,0,1.38,0.7845
1,8,5,0.16,0.4774
1,3,2,0.22,0.2048
1,5,5,0.31,0.1542
2,4,2,0.1,0.5921
2,3,3,0.21,0.3976
6,17,5,3.57,0.6455
1,6,5,0.1,0.2208
1,4,3,0.1,0.051
1,10,7,0.53,0.6128
3,4,4,0.1,0.1483
1,8,2,3.87,0.851
1,6,1,0.1,0.8707
1,8,7,2.22,0.2812
1,17,0,0.1,0.7663
2,15,15,1.66,0.5405
1,14,0,0.3,0.8749
3,3,2,1.82,0.454
1,3,2,0.1,0.1185
2,5,0,0.1,0.797
1,3,2,0.21,0.219
1,6,2,0.65,0.6487
2,10,5,1.58,0.2932
1,7,1,0.24,0.9073
2,25,24,1.35,0.3647
1,36,16,1.04,0.6127
2,15,2,0.41,0.7611
2,14,6,2.06,0.5069
1,12,1,1.88,0.8154
1,5,2,0.11,0.6523
1,28,1,0.67,0.7911
2,5,4,0.1,0.6094
3,3,1,1.97,0.8388
1,7,0,3.95,0.8934
2,9,0,3.28,0.824
1,11,4,1.96,0.5866
1,5,0,0.18,0.4956
5,8,7,2.95,0.5526
1,3,3,0.11,0.5
2,18,4,3.68,0.8755
1,23,11,0.39,0.6192
1,9,9,3.13,0.4611
1,5,0,0.1,0.9
1,20,2,0.69,0.8596
2,3,2,0.19,0.0155
1,5,1,0.12,0.7104
1,10,9,0.2,0.1785
2,25,3,2.85,0.9675
2,23,0,0.94,0.7649
1,6,1,0.25,0.5858
1,6,6,1.22,0.4741
2,21,10,0.68,0.4997
2,4,3,0.1,0.4805
1,12,12,0.1,0.3434
6,12,11,8.84,0.5186
1,3,3,0.29,0.3458
2,4,1,0.44,0.6424
2,53,45,1.13,0.4094
1,4,1,2.11,0.4886
2,6,4,1.82,0.4184
2,8,2,0.38,0.8552
1,3,2,0.13,0.5466
3,14,4,0.1,0.3337
1,9,6,1.93,0.5745
1,29,1,0.7,0.8866
1,9,2,0.18,0.5558
1,6,2,0.1,0.3721
2,6,0,0.13,0.7534
1,8,7,0.1,0.1189
1,16,15,0.1,0.4645
1,5,2,0.1,0.6033
3,3,0,3.34,0.5891
1,5,0,0.1,0.4785
3,9,4,3.04,0.8629
2,8,3,0.35,0.7707
2,3,3,0.1,0.2561
1,9,0,0.28,0.827
3,86,62,0.88,0.5607
1,8,0,0.1,0.5713
2,3,0,0.1,0.6602
1,3,3,0.73,0.3872
2,28,0,0.1,0.8044
2,7,2,0.14,0.4764
1,8,1,0.17,0.6362
2,10,1,0.53,0.8479
1,10,8,0.34,0.6206
1,3,1,2.29,0.8525
1,18,12,4.97,0.5447
1,8,0,0.1,0.6813
1,29,29,2.71,0.5309
4,10,5,1.98,0.3565
3,7,1,3.49,0.6369
1,10,1,0.25,0.835
1,5,0,4.22,0.7144
1,4,1,0.1,0.4851
2,8,2,1.51,0.8376
1,16,16,0.1,0.4654
2,5,3,0.1,0.3029
2,7,2,0.19,0.7882
1,17,17,3.76,0.3915
3,20,4,0.28,0.73
2,4,1,0.1,0.6327
1,28,20,4.02,0.5377
1,5,5,0.39,0.4775
3,3,0,1.27,0.6599
1,8,6,2.8,0.4578
2,4,1,0.1,0.54
2,3,2,1.34,0.8919
1,3,1,0.1,0.55
2,8,4,3.23,0.325
1,9,6,0.1,0.1833
1,3,2,0.14,0.0824
2,32,30,2.42,0.4954
1,4,4,1.76,0.4804
1,3,1,0.13,0.4344
2,3,3,0.1,0.3418
1,4,1,0.14,0.6489
1,3,3,7.19,0.5717
1,3,0,0.31,0.6615
4,9,9,7.12,0.3889
2,5,2,0.25,0.8252
1,3,0,0.1,0.6022
1,4,1,0.64,0.8268
2,5,0,3.01,0.79
2,26,25,1.5,0.3874
3,29,0,0.94,0.7996
3,3,1,3.74,0.8613
1,9,2,1.81,0.5236
1,3,1,0.1,0.7445
1,6,6,0.1,0.0474
1,8,8,0.28,0.35
1,18,18,5.11,0.5659
2,11,0,0.5,0.7067
1,14,1,3.04,0.9321
1,6,0,0.16,0.8591
1,3,3,0.19,0.2021
2,3,3,1.2,0.3017
3,3,0,3.04,0.8022
1,18,1,0.1,0.9165
2,9,5,4.48,0.573
3,7,6,2.95,0.5581
1,6,1,0.52,0.8708
1,3,0,0.1,0.7971
1,5,5,1.65,0.5671
1,6,1,0.1,0.7032
1,3,3,0.31,0.2352
1,34,6,3.15,1.0
1,36,22,1.14,0.4847
2,32,0,0.59,0.7862
2,39,15,1.25,0.582
2,3,3,0.43,0.5458
1,8,8,0.1,0.2934
1,15,2,0.39,0.7154
1,3,3,0.1,0.5
1,37,34,2.73,0.4945
1,4,0,0.1,0.4631
2,21,6,0.42,0.7973
1,3,2,0.1,0.3167
3,11,4,4.72,0.7484
2,31,31,0.43,0.3546
2,58,6,1.02,0.6507
2,5,3,0.1,0.5068
1,5,5,0.18,0.34
3,20,3,4.54,0.8857
2,8,4,0.33,0.5388
2,19,16,4.75,0.4986
1,5,5,0.34,0.4318
2,5,1,0.1,0.6644
1,4,1,0.2,0.8603
3,4,0,3.81,0.85
3,17,12,10.0,0.4734
2,4,2,0.12,0.4265
1,46,46,0.79,0.6512
1,12,10,0.1,0.1876
1,3,0,0.13,0.4991
1,3,2,0.17,0.1014
2,10,10,7.01,0.4463
1,5,2,0.35,0.54
1,13,11,6.11,0.3009
1,5,1,0.1,0.45
1,9,9,0.28,0.4744
2,14,9,0.69,0.5392
1,10,2,0.86,0.7399
1,13,13,0.52,0.1999
2,11,9,0.32,0.5935
1,24,1,0.59,0.9082
2,3,3,1.16,0.1335
1,5,1,0.1,0.9125
2,4,4,0.6,0.4972
1,35,0,0.1,0.9461
1,11,9,0.36,0.5467
1,31,0,0.22,0.739
2,20,18,2.02,0.5461
1,5,5,0.22,0.1454
1,13,12,0.65,0.2532
2,11,9,2.54,0.5655
2,20,20,0.8,0.5112
2,5,0,1.1,0.8874
2,4,1,1.64,0.385
2,6,4,0.82,0.5123
2,4,3,0.13,0.0807
1,5,5,0.25,0.3282
1,3,3,0.47,0.4812
3,5,1,0.33,0.4355
1,9,5,0.45,0.5188
1,10,1,0.44,0.7071
2,10,6,2.61,0.3614
1,5,4,0.58,0.2424
2,6,1,0.3,0.7193
2,13,1,0.47,0.7765
1,8,1,0.1,0.9556
1,3,2,1.78,0.5833
2,7,2,2.86,0.9191
2,14,1,0.56,0.8821
1,7,6,0.13,0.3306
1,14,1,0.1,0.8681
3,18,5,2.66,0.7887
1,7,6,9.91,0.4003
1,8,0,0.17,0.9
2,7,1,0.1,0.5359
1,10,1,4.09,0.902
1,11,0,0.1,0.5794
1,11,2,1.73,0.9668
1,12,9,0.17,0.2646
2,19,0,0.11,0.7408
1,4,4,0.11,0.5
2,3,3,1.82,0.8064
1,25,25,1.71,0.212
1,5,0,0.1,0.4952
1,4,0,0.1,0.7482
2,9,9,3.02,0.4823
2,3,2,0.13,0.2715
1,7,7,0.66,0.4493
2,34,7,3.07,0.9825
4,15,4,4.06,0.6663
3,3,3,0.1,0.1941
3,30,3,2.57,0.8576
1,5,1,0.51,0.4837
2,6,2,0.31,0.6385
1,5,3,0.1,0.3305
1,4,3,1.25,0.5129
1,3,2,0.1,0.3758
1,3,3,1.1,0.8359
1,5,4,0.3,0.5309
2,17,14,1.57,0.5441
2,42,38,3.18,0.6176
1,9,0,0.1,0.8288
1,4,2,0.31,0.5884
1,10,10,0.1,0.5253
1,3,2,0.17,0.2447
1,11,0,0.34,0.7827
1,6,0,0.1,0.5358
1,3,1,0.1,0.7469
1,8,5,0.1,0.3734
2,8,8,2.5,0.4798
1,8,1,0.66,0.8819
4,16,10,0.53,0.3655
1,5,4,0.1,0.0854
1,9,5,0.1,0.5231
2,3,1,0.19,0.7938
7,156,154,9.88,0.6176
1,8,0,0.1,0.5472
1,3,3,1.95,0.4516
1,5,3,0.69,0.4696
1,4,3,1.14,0.5023
1,6,0,0.1,0.8949
1,98,98,4.03,0.4953
2,3,0,0.16,0.7404
1,3,2,0.44,0.7095
1,4,2,0.1,0.7813
1,13,11,0.11,0.5385
1,13,2,0.1,0.6537
3,40,34,2.81,0.3072
1,6,6,3.1,0.4764
2,7,5,0.54,0.181
2,6,3,0.16,0.3916
1,6,2,0.1,0.4687
1,12,2,0.27,0.4917
2,101,96,9.14,0.517
1,10,2,0.1,0.6586
2,12,1,0.1,0.4796
1,4,1,0.16,0.6414
1,25,4,2.79,0.9561
1,3,3,0.23,0.3335
1,4,1,1.28,0.7818
3,21,11,0.1,0.2372
1,7,0,0.14,0.8819
1,6,3,0.76,0.8095
1,6,0,0.1,0.6333
1,5,2,0.86,0.5264
1,4,2,0.52,0.2328
1,5,5,0.1,0.5793
1,13,1,2.5,0.8713
2,7,3,0.33,0.6419
1,3,0,0.25,0.6333
2,3,1,0.1,0.693
2,6,3,0.3,0.2069
2,9,5,0.25,0.1506
2,8,4,3.73,0.475
1,4,1,0.1,0.4911
2,3,1,0.1,0.6833
2,10,10,6.1,0.2731
1,3,0,0.1,0.8941
1,4,4,0.1,0.1
1,5,2,0.87,0.8812
2,5,4,1.41,0.5253
1,4,4,0.1,0.2
1,7,0,0.1,0.4668
1,39,21,1.54,0.5198
1,8,0,2.69,0.8171
1,3,0,0.12,0.9847
5,32,15,2.17,0.6739
1,25,1,1.08,0.7129
1,6,6,0.16,0.5568
1,4,0,0.18,0.8682
1,4,2,0.1,0.5562
2,11,5,0.4,0.35
1,9,6,0.1,0.5219
1,11,8,0.29,0.2095
2,13,12,0.27,0.3173
1,4,0,0.18,0.9
3,5,2,0.1,0.4812
1,5,1,0.11,0.45
1,8,2,5.68,0.6663
1,4,3,7.4,0.509
1,3,2,0.29,0.8033
1,23,0,0.16,0.8826
2,8,2,1.55,0.8375
1,12,6,0.27,0.5887
1,43,23,4.05,0.4831
1,6,0,0.1,0.6333
1,9,0,0.1,0.3943
2,34,26,1.99,0.612
1,12,12,0.42,0.5
2,38,22,0.12,0.5992
2,4,4,0.1,0.2205
1,6,4,0.1,0.25
2,8,5,0.46,0.1638
3,4,0,1.29,0.8575
3,6,6,0.71,0.5497
2,10,8,2.37,0.55
2,9,0,0.33,0.5267
2,3,2,0.98,0.4576
1,7,0,0.52,0.8459
2,9,8,0.47,0.333
1,3,1,0.1,0.9015
2,11,11,5.87,0.184
1,6,2,0.51,0.8167
1,9,5,0.38,0.6314
1,3,1,0.1,0.4975
2,6,3,0.1,0.2464
1,4,0,0.1,0.7994
1,4,3,0.1,0.1947
2,20,19,5.2,0.5425
1,9,0,0.29,0.6918
2,7,1,0.1,0.8504
1,51,28,2.12,0.6648
1,6,6,0.33,0.4772
1,16,16,0.1,0.5
1,3,3,0.21,0.5
1,4,0,0.1,0.9
2,5,2,0.1,0.2294
1,7,2,0.1,0.7823
1,6,6,0.1,0.359
3,15,3,3.52,0.6099
1,6,1,0.1,0.6332
3,8,8,4.54,0.5454
3,47,0,2.3,0.8849
1,3,0,0.1,0.6709
2,25,6,0.1,0.4222
2,12,12,0.1,0.1264
2,6,1,0.2,0.7501
1,21,16,0.14,0.4721
2,3,0,1.28,0.6333
1,38,1,0.1,0.94
2,8,8,0.1,0.2723
1,17,1,0.42,0.7441
1,10,7,0.2,0.4786
2,16,12,0.42,0.4125
1,23,21,0.89,0.4765
1,14,11,0.1,0.0869
1,23,5,0.43,0.7761
1,10,9,3.49,0.4832
1,5,0,0.25,0.6683
1,4,0,0.1,0.5269
1,3,0,0.12,0.528
1,11,7,0.81,0.3511
1,6,2,0.27,0.4389
1,3,1,2.98,0.9219
3,94,89,6.81,0.4219
2,12,2,0.25,0.8436
1,10,4,2.3,0.3386
1,5,3,0.12,0.6484
1,3,0,3.54,0.7675
2,48,6,1.17,0.7487
2,19,11,0.61,0.6017
1,9,5,0.31,0.2575
1,3,1,0.3,0.5893
3,6,2,3.55,0.5913
3,22,3,2.55,0.7831
2,5,3,0.1,0.4702
2,3,0,0.1,0.5204
1,5,0,0.24,0.5072
1,8,8,0.23,0.2534
4,20,20,9.41,0.5368
1,3,0,0.1,0.664
1,6,3,0.75,0.1999
1,19,19,0.58,0.5141
1,4,0,0.1,0.6
1,8,0,0.1,0.6794
1,15,5,0.1,0.4778
1,30,30,2.69,0.4555
1,3,2,0.1,0.45
2,7,5,0.1,0.2071
1,6,5,0.1,0.3417
2,11,1,0.1,0.6607
1,4,4,0.72,0.5531
1,3,0,0.12,0.9079
2,4,3,0.1,0.6303
1,3,2,0.14,0.0912
1,43,21,0.82,0.6615
2,18,13,4.76,0.5226
3,8,5,0.41,0.3856
1,9,9,0.43,0.4049
2,17,5,0.1,0.6915
3,3,3,6.8,0.3546
2,9,1,3.98,0.8608
1,19,19,4.01,0.5299
2,27,1,0.96,0.6892
2,34,4,2.34,0.8859
1,3,3,0.17,0.5608
2,5,3,0.22,0.8148
4,204,189,9.83,0.5945
3,13,1,0.81,0.8356
1,3,0,0.1,0.9
2,3,0,0.1,0.9273
1,6,0,0.29,0.582
4,19,5,3.7,0.5881
2,22,19,0.45,0.5047
1,12,9,0.32,0.1772
4,8,3,0.32,0.4519
1,25,4,0.45,0.7742
2,27,2,0.5,0.7839
2,3,2,0.99,0.5532
2,4,0,0.67,0.8007
2,3,0,0.17,0.5262
3,10,3,0.31,0.4265
1,5,3,0.52,0.5359
1,8,7,0.28,0.1501
1,48,10,2.7,0.7141
1,8,0,0.28,0.8003
3,14,2,0.32,0.8014
1,8,8,0.69,0.5
2,13,0,0.69,0.8439
2,12,2,3.34,0.8083
2,27,5,0.12,0.4833
1,3,0,1.29,0.8419
1,3,0,0.16,0.6958
4,15,3,3.76,0.6117
2,6,0,0.26,0.4808
2,7,7,0.12,0.1694
3,7,6,0.12,0.3816
1,5,4,0.26,0.0854
1,8,0,0.1,0.65
1,6,1,0.17,0.8859
6,22,22,9.39,0.5176
1,7,2,0.1,0.5429
1,6,3,0.1,0.4965
4,8,8,3.03,0.5
1,3,2,0.15,0.1833
1,3,3,0.14,0.5992
3,28,27,0.49,0.3582
1,12,10,0.32,0.2417
1,3,2,0.24,0.4684
2,40,22,0.1,0.6173
2,6,1,0.24,0.6846
3,9,7,4.45,0.5611
2,4,1,0.2,0.745
1,12,0,0.16,0.6165
1,18,6,0.6,0.8106
1,3,2,0.1,0.45
1,32,30,0.1,0.409
2,13,3,0.39,0.7638
1,19,2,1.13,0.8005
2,9,2,0.1,0.6143
2,6,0,0.74,0.8587
1,4,4,0.49,0.5505
1,14,10,0.43,0.1658
2,4,2,0.19,0.3696
1,3,2,0.1,0.0762
1,9,0,0.59,0.7581
1,3,3,0.1,0.1685
1,15,6,1.59,0.8587
2,31,31,6.66,0.603
1,4,0,0.21,0.9533
3,29,27,0.48,0.3803
1,76,75,1.94,0.5493
1,7,7,0.71,0.4729
1,10,1,0.27,0.475
2,10,6,3.05,0.5558
3,3,3,1.36,0.3132
2,4,4,0.39,0.317
2,9,9,1.68,0.4589
3,16,15,0.63,0.2717
1,7,1,0.1,0.2977
1,4,1,0.1,0.5354
1,6,3,0.1,0.6243
1,3,0,0.25,0.9368
2,47,10,2.68,0.714
1,9,3,3.27,0.292
2,7,4,0.12,0.2302
1,9,0,0.11,0.8657
4,9,6,2.55,0.271
1,10,8,0.31,0.4676
1,7,7,0.11,0.3286
2,5,5,0.1,0.341
2,3,1,0.21,0.918
2,11,0,0.55,0.7574
1,5,1,0.1,0.4442
2,5,0,0.12,0.5079
2,3,0,0.1,0.4129
1,3,3,0.66,0.3741
2,12,9,2.66,0.5096
2,6,6,0.13,0.1877
1,3,2,0.1,0.1833
2,3,0,3.72,0.6833
1,3,2,3.58,0.5775
2,10,6,0.1,0.2807
3,20,20,0.59,0.2861
1,11,8,2.72,0.5626
2,8,8,0.66,0.4866
2,9,5,3.25,0.4756
2,7,7,0.1,0.1818
1,5,5,0.27,0.5075
1,4,1,0.1,0.9259
2,6,5,0.1,0.3621
2,8,5,0.28,0.5938
1,3,0,0.19,0.5752
1,7,3,0.1,0.559
1,8,0,0.44,0.8741
2,99,97,9.06,0.4694
1,6,1,0.16,0.6953
1,7,3,0.1,0.4143
1,11,0,0.17,0.8188
2,35,24,2.0,0.626
1,3,3,0.25,0.3667
2,4,2,0.1,0.5458
2,4,2,6.52,0.3945
1,7,6,3.15,0.5166
3,6,2,2.8,0.6075
1,10,4,0.4,0.5235
2,4,2,0.1,0.3709
1,4,0,0.1,0.9
1,3,2,0.12,0.6583
2,19,17,1.38,0.4641
2,9,1,0.36,0.4968
2,13,11,0.1,0.4494
1,5,0,0.11,0.5642
2,5,0,0.14,0.8914
1,7,0,0.1,0.9
1,17,16,0.92,0.3971
1,53,27,1.86,0.7205
1,4,0,0.51,0.4712
2,8,2,0.26,0.7508
1,32,1,0.67,0.7232
1,4,4,0.3,0.4627
1,19,0,0.18,0.9339
1,3,2,0.2,0.2784
1,8,5,0.46,0.4692
1,8,0,0.21,0.666
1,6,4,2.21,0.3353
1,13,0,0.15,0.8454
1,15,15,0.96,0.332
1,11,1,0.25,0.7066
1,30,29,0.59,0.3016
2,31,0,0.94,0.8412
2,27,5,0.1,0.8996
3,8,0,3.51,0.8467
1,4,2,0.1,0.4952
1,3,0,0.1,0.7109
1,3,3,2.69,0.5
2,10,4,2.24,0.2675
1,10,10,0.19,0.4682
2,21,0,0.1,0.8045
2,12,2,0.16,0.5117
1,3,0,0.1,0.5977
1,7,6,0.17,0.1334
1,5,2,0.92,0.8895
1,3,1,1.98,0.8071
1,6,0,0.11,0.7
2,8,4,3.28,0.5219
1,28,21,3.97,0.5963
4,52,49,6.95,0.689
1,9,3,0.84,0.2556
2,7,1,5.07,0.9143
2,14,14,0.1,0.5016
2,8,8,0.38,0.5351
1,12,1,0.12,0.6458
3,14,11,4.47,0.5166
1,4,0,0.22,0.4566
1,3,0,0.32,0.7287
2,8,6,0.28,0.5059
1,5,5,0.91,0.5
4,33,14,2.46,0.7109
1,3,3,0.1,0.5889
1,12,3,0.1,0.6708
1,9,6,0.31,0.3032
3,20,2,4.95,0.9195
1,3,2,1.96,0.6744
2,4,3,0.1,0.2743
2,17,10,0.14,0.5049
1,5,5,0.42,0.404
1,7,4,0.23,0.2148
1,3,0,0.15,0.8109
2,33,18,0.8,0.6459
1,7,5,6.99,0.5582
2,6,2,0.13,0.24
1,14,5,1.61,0.8141
1,15,6,1.8,0.5868
2,10,0,1.84,0.82
1,5,5,0.32,0.4455
4,19,5,4.09,0.6708
3,5,0,0.1,0.4696
1,3,1,0.12,0.9148
3,5,2,0.58,0.3773
1,5,4,0.1,0.4815
2,4,4,0.1,0.396
1,3,1,0.13,0.5078
1,3,0,0.8,0.8721
1,8,2,0.21,0.7147
1,4,2,0.11,0.6059
2,4,0,1.91,0.8
1,7,6,0.1,0.2427
3,15,3,3.83,0.6637
1,5,5,0.31,0.4229
2,6,3,0.88,0.5705
2,6,1,0.11,0.4829
1,4,1,0.1,0.498
1,24,4,3.33,0.9545
1,9,0,0.37,0.4233
1,3,2,0.13,0.5895
1,6,6,0.75,0.5322
3,10,7,2.81,0.5712
3,11,3,4.61,0.7034
2,28,0,0.1,0.717
2,5,0,0.12,0.8179
3,5,3,3.7,0.4437
1,10,1,0.1,0.7666
1,4,1,0.12,0.8695
2,18,6,0.47,0.8549
1,8,0,0.28,0.93
3,6,2,5.05,0.9633
1,6,0,0.27,0.8596
1,5,0,0.1,0.6715
1,6,3,0.1,0.6175
1,5,0,0.1,0.5115
1,22,10,0.34,0.6074
1,3,2,0.26,0.4589
2,3,0,0.14,0.8006
2,13,9,0.5,0.5328
4,27,15,9.54,0.5292
1,3,0,0.53,0.8345
1,3,3,0.1,0.5
1,3,1,0.1,0.8688
2,3,3,0.49,0.3769
2,4,0,0.1,0.4876
2,29,5,0.39,0.9194
2,3,2,0.1,0.7885
1,3,2,0.1,0.6108
1,3,3,0.52,0.5058
1,10,9,0.15,0.3335
2,12,12,1.27,0.5737
3,16,10,0.65,0.2512
1,11,4,2.4,0.3151
2,5,2,0.24,0.2116
2,10,3,0.49,0.665
1,4,1,0.1,0.7379
2,3,0,0.2,0.629
1,3,1,0.26,0.568
1,3,3,0.1,0.2333
1,19,12,4.76,0.5223
2,30,22,3.97,0.5468
1,11,11,0.58,0.2667
1,13,12,0.45,0.192
2,3,1,0.28,0.885
1,5,1,0.42,0.7721
1,34,33,0.3,0.4403
1,11,7,0.2,0.4884
1,26,24,1.97,0.2089
1,8,4,0.44,0.625
1,11,6,0.36,0.4089
1,19,9,0.32,0.8766
2,9,9,1.7,0.5786
1,20,18,3.99,0.4735
1,5,5,0.34,0.1779
1,7,1,0.17,0.9427
4,27,14,9.49,0.4827
1,13,0,0.1,0.8095
1,5,1,0.62,0.8723
1,11,2,0.81,0.8229
2,13,0,0.12,0.9463
1,13,2,0.1,0.7242
2,4,1,0.13,0.6723
1,4,0,0.1,0.6
1,3,0,0.11,0.4891
3,6,2,4.82,0.9225
1,3,3,0.12,0.3256
1,27,7,0.22,0.5155
1,5,1,0.13,0.85
2,7,7,0.1,0.1428
1,4,4,0.99,0.5
2,3,0,0.12,0.8294
2,4,4,0.39,0.1903
3,4,4,0.8,0.3559
1,3,1,0.31,0.4818
3,3,2,1.1,0.8053
1,4,1,1.76,0.8373
1,10,4,0.69,0.6482
1,10,10,0.31,0.3591
1,9,8,0.38,0.5169
1,10,7,0.11,0.575
1,5,0,0.21,0.8259
1,21,3,1.33,0.82
2,16,15,0.12,0.4776
1,8,3,0.1,0.4239
1,3,3,0.42,0.5
3,6,5,0.96,0.5148
2,31,5,0.37,0.8955
1,3,3,0.11,0.379
1,10,8,2.08,0.5158
2,6,0,0.1,0.8541
1,3,0,0.19,0.5877
3,8,1,5.71,0.7445
1,3,2,0.18,0.4009
2,5,5,0.27,0.1325
1,7,0,0.26,0.7833
2,22,18,3.28,0.4515
1,5,5,0.1,0.18
1,3,3,0.5,0.5687
4,4,1,3.57,0.6323
1,8,1,0.14,0.6944
1,7,1,0.22,0.5266
1,3,0,0.1,0.9
2,6,2,1.27,0.5786
2,53,50,7.1,0.7121
2,5,0,0.22,0.7548
2,7,3,0.1,0.2067
3,50,2,3.81,0.9257
1,3,3,0.1,0.3667
1,5,1,0.35,0.69
3,12,0,1.6,0.7713
1,4,0,0.27,0.7558
1,3,1,0.1,0.8806
1,3,1,1.7,0.6127
1,26,0,0.6,0.9918
1,5,1,0.27,0.5807
1,5,0,0.3,0.6697
1,5,0,2.29,0.8125
1,6,3,3.11,0.5201
1,14,2,0.1,0.616
1,7,1,0.34,0.8583
1,3,3,0.98,0.3667
2,4,4,0.47,0.6212
2,19,19,3.37,0.5547
1,5,1,0.1,0.5066
1,6,6,0.32,0.5017
2,6,1,0.13,0.5348
1,8,0,0.25,0.5252
1,3,2,0.1,0.2922
1,23,22,0.58,0.525
3,5,0,1.01,0.8586
1,6,0,0.3,0.7583
1,7,0,0.9,0.8272
2,3,3,0.1,0.2457
1,36,20,0.38,0.6201
1,12,2,0.28,0.7456
3,8,5,2.48,0.2348
1,5,4,0.45,0.378
1,5,2,0.16,0.5322
1,8,1,0.1,0.5688
1,6,2,0.1,0.788
4,16,15,9.92,0.4071
2,3,3,0.26,0.593
2,4,1,0.4,0.6142
1,5,5,0.37,0.548
2,5,0,1.21,0.9
2,3,3,0.54,0.3667
1,5,2,0.44,0.8511
2,22,18,5.03,0.4754
2,7,7,2.12,0.5058
3,3,0,3.66,0.6383
2,4,2,0.85,0.6271
1,10,5,0.3,0.5251
1,7,7,0.19,0.3826
2,4,1,0.46,0.8637
2,12,0,0.18,0.8942
2,88,62,0.65,0.4812
2,14,13,0.57,0.2046
1,4,0,3.57,0.6718
1,3,0,0.1,0.4416
1,9,8,0.24,0.5263
1,4,1,0.17,0.6315
1,4,2,0.1,0.6032
1,7,6,0.33,0.3941
1,3,0,0.1,0.6005
4,64,49,1.94,0.403
1,39,22,1.45,0.472
1,12,0,0.1,0.8613
1,6,0,0.1,0.6563
3,6,4,0.4,0.408
2,19,14,3.73,0.5119
1,8,4,0.65,0.575
4,56,3,3.55,0.9303
1,4,2,0.28,0.6175
2,14,11,0.17,0.4756
1,7,6,0.31,0.4667
1,4,4,1.09,0.5336
1,4,3,1.1,0.4893
2,38,34,2.47,0.4557
3,16,11,10.0,0.4117
2,15,2,2.01,0.875
1,3,2,0.89,0.8518
5,202,189,10.0,0.6599
2,20,3,2.38,0.7615
4,52,50,7.18,0.6026
2,3,1,0.62,0.9557
1,6,6,0.1,0.5
2,12,2,0.39,0.8709
2,6,5,1.08,0.5417
1,7,0,0.18,0.8693
2,22,6,0.98,0.7661
1,11,6,0.1,0.1741
2,5,4,0.13,0.244
2,5,3,0.1,0.8068
1,6,5,1.01,0.5718
1,40,22,0.1,0.6525
2,4,1,0.19,0.6371
2,5,1,0.27,0.607
1,19,1,0.1,0.8965
1,9,9,0.6,0.3725
2,31,3,2.68,0.9438
1,3,1,0.1,0.6833
2,9,2,0.1,0.4583
2,6,3,0.1,0.2273
2,9,1,0.3,0.8006
1,4,0,0.1,0.8682
1,4,1,0.1,0.6148
1,7,6,0.13,0.4214
2,27,0,1.08,0.8094
2,9,5,0.26,0.2447
1,3,3,1.64,0.1141
1,3,1,0.21,0.6179
1,23,0,0.8,0.75
2,5,0,0.39,0.8776
3,17,14,4.95,0.4882
1,10,4,0.72,0.655
1,3,3,0.1,0.0371
1,7,1,0.11,0.6929
1,3,0,0.1,0.6778
2,10,10,7.33,0.3874
1,3,0,0.1,0.7563
6,154,154,10.0,0.5936
2,3,2,0.1,0.1488
1,3,3,0.91,0.5
3,3,3,0.1,0.5157
2,3,0,0.1,0.4814
1,5,1,0.1,0.61
3,19,16,3.07,0.5001
4,15,4,3.77,0.6343
1,9,1,0.31,0.4223
2,16,5,0.1,0.6175
1,89,87,1.6,0.4959
4,28,15,9.51,0.5089
1,3,0,0.1,0.5226
4,81,81,5.24,0.5747
1,3,0,0.32,0.8778
2,22,8,0.5,0.8179
1,5,5,0.91,0.4628
3,33,25,1.91,0.6285
2,6,0,0.23,0.8444
2,4,0,1.86,0.8099
2,5,1,2.01,0.6245
